preCount,fCount,sCount,temperature,weatherType,wind,humidity,barometer,visibility,crash,crime,parkEvent,count
0.0, 14.0, 19.0, -2.0, 3.0, 6.0, 0.85, 30.35, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.85, 30.35, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 43.0, -2.0, 3.0, 6.0, 0.85, 30.35, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 13.0, 4.0, -2.0, 3.0, 6.0, 0.85, 30.35, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 44.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 22.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 18.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 5.0, 18.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 8.0, 29.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 14.0, -2.0, 3.0, 7.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 13.0, 21.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 24.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 19.0, 27.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 15.0, 21.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 7.0, 0.85, 30.37, 13.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 18.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 13.0, 21.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 0.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 44.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 4.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 40.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 6.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 19.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 21.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 21.0, -2.0, 3.0, 5.0, 0.85, 30.36, 14.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -3.0, 3.0, 5.0, 0.89, 30.31, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 6.0, -3.0, 3.0, 5.0, 0.89, 30.31, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 33.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 21.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 19.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 19.0, -3.0, 3.0, 5.0, 0.89, 30.3, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 18.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 18.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 23.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 35.0, -2.0, 3.0, 6.0, 0.89, 30.33, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 4.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 20.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 20.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 3.0, -2.0, 3.0, 0.0, 0.89, 30.32, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 18.0, -2.0, 3.0, 0.0, 0.89, 1027.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 4.0, -2.0, 3.0, 0.0, 0.89, 1027.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 18.0, -2.0, 3.0, 0.0, 0.89, 1025.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 0.0, 0.89, 1025.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 17.0, -2.0, 3.0, 0.0, 0.89, 1025.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 0.0, 0.89, 1025.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 3.0, 6.0, 0.89, 1026.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 6.0, 0.89, 1025.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 0.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 0.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 21.0, -2.0, 7.0, 7.0, 0.89, 1024.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 13.0, 32.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 1.0, 0.0, 0.0, 0.0
0.0, 14.0, 39.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 9.0, 65.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 23.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 15.0, 28.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 6.0, 54.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 64.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 12.0, 41.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 12.0, 62.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 15.0, 47.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 2.0
2.0, 13.0, 61.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 17.0, 65.0, -1.0, 3.0, 7.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 57.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 15.0, 39.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 18.0, 54.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 6.0, 91.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 7.0, 114.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 17.0, 91.0, -1.0, 3.0, 9.0, 0.89, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 68.0, 0.0, 3.0, 13.0, 0.85, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 93.0, 0.0, 3.0, 13.0, 0.85, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 8.0, 67.0, 0.0, 3.0, 13.0, 0.85, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 7.0, 40.0, 0.0, 3.0, 13.0, 0.85, 1024.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 16.0, 53.0, -1.0, 3.0, 9.0, 0.92, 1022.0, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 43.0, -1.0, 3.0, 9.0, 0.92, 1022.0, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 12.0, 27.0, -1.0, 3.0, 9.0, 0.92, 1023.0, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 55.0, -1.0, 3.0, 9.0, 0.92, 1023.0, 3.0, 0.0, 0.0, 0.0, 0.0
0.0, 16.0, 41.0, -1.0, 3.0, 15.0, 0.92, 1021.0, 1.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 42.0, -1.0, 3.0, 15.0, 0.92, 1021.0, 1.0, 0.0, 0.0, 0.0, 0.0
0.0, 10.0, 29.0, -1.0, 3.0, 17.0, 0.96, 1020.0, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 3.0, 17.0, -1.0, 3.0, 17.0, 0.96, 1020.0, 5.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 25.0, -1.0, 3.0, 17.0, 0.92, 1021.0, 10.0, 0.0, 0.0, 0.0, 0.0
0.0, 4.0, 38.0, -1.0, 3.0, 19.0, 0.85, 1020.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 13.0, 57.0, -1.0, 3.0, 19.0, 0.85, 1020.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 41.0, -1.0, 3.0, 19.0, 0.85, 1020.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 34.0, -1.0, 3.0, 19.0, 0.85, 1020.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 3.0, 34.0, -1.0, 3.0, 19.0, 0.85, 1020.0, 11.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 44.0, -1.0, 3.0, 30.0, 0.89, 1020.0, 8.0, 0.0, 0.0, 0.0, 3.0
3.0, 13.0, 52.0, -1.0, 3.0, 30.0, 0.89, 1020.0, 8.0, 0.0, 0.0, 0.0, 2.0
2.0, 12.0, 41.0, -1.0, 3.0, 30.0, 0.89, 1020.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 2.0, 35.0, -1.0, 3.0, 30.0, 0.89, 1020.0, 8.0, 0.0, 0.0, 0.0, 0.0
0.0, 14.0, 22.0, -1.0, 3.0, 20.0, 0.82, 1018.0, 16.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 30.0, -1.0, 3.0, 20.0, 0.82, 1018.0, 16.0, 0.0, 0.0, 0.0, 0.0
0.0, 16.0, 58.0, -1.0, 3.0, 24.0, 0.79, 1019.0, 16.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 26.0, -1.0, 3.0, 24.0, 0.79, 1019.0, 16.0, 0.0, 0.0, 0.0, 0.0
